$XWYD2,1,20170704,075626.0,114.95,0.12,0.83,76.898,30.721,-15.124,11.3,6095.779,1627.219
$XWYD2,1,20170704,075626.20,114.98,0.07,0.80,77.462,30.454,-15.125,11.3,6096.403,1627.219
$XWYD2,1,20170704,075626.39,115.04,0.00,0.73,78.027,30.184,-15.129,11.4,6097.030,1627.219
$XWYD2,1,20170704,075626.60,114.87,0.02,0.74,78.594,29.917,-15.122,11.2,6097.656,1627.219
$XWYD2,1,20170704,075626.79,114.87,0.00,0.78,79.156,29.648,-15.123,11.2,6098.279,1627.219
$XWYD2,1,20170704,075627.0,115.03,-0.03,0.74,79.713,29.377,-15.121,11.0,6098.899,1627.219
$XWYD2,1,20170704,075627.20,115.05,0.01,0.73,80.263,29.116,-15.120,10.9,6099.507,1627.219
$XWYD2,1,20170704,075627.39,115.07,0.02,0.77,80.812,28.856,-15.126,10.7,6100.115,1627.219
$XWYD2,1,20170704,075627.60,115.14,0.00,0.79,81.347,28.597,-15.112,10.6,6100.709,1627.219
$XWYD2,1,20170704,075627.79,115.18,0.01,0.82,81.880,28.341,-15.118,10.5,6101.301,1627.219
$XWYD2,1,20170704,075628.20,115.36,0.00,0.82,82.927,27.839,-15.117,10.3,6102.462,1627.219
$XWYD2,1,20170704,075628.20,115.36,0.00,0.82,82.927,27.839,-15.117,10.3,6102.462,1627.219
$XWYD2,1,20170704,075628.39,115.29,-0.01,0.85,83.445,27.592,-15.125,10.3,6103.036,1627.219
$XWYD2,1,20170704,075628.60,115.39,-0.01,0.88,83.960,27.340,-15.110,10.2,6103.609,1627.219
$XWYD2,1,20170704,075628.79,115.14,0.08,0.90,84.470,27.094,-15.107,10.2,6104.175,1627.219
$XWYD2,1,20170704,075629.0,115.50,0.09,0.88,84.979,26.844,-15.098,10.1,6104.742,1627.219
$XWYD2,1,20170704,075629.20,115.33,0.15,0.88,85.484,26.602,-15.107,10.1,6105.302,1627.219
$XWYD2,1,20170704,075629.39,115.33,0.19,0.88,85.990,26.356,-15.094,9.9,6105.865,1627.219
$XWYD2,1,20170704,075629.60,115.17,0.23,0.85,86.487,26.115,-15.101,9.8,6106.417,1627.219
$XWYD2,1,20170704,075629.79,114.97,0.29,0.82,86.987,25.875,-15.103,10.1,6106.972,1627.219
$XWYD2,1,20170704,075630.0,114.85,0.29,0.76,87.488,25.632,-15.089,9.9,6107.528,1627.219
$XWYD2,1,20170704,075630.20,114.15,0.28,0.83,87.990,25.399,-15.098,10.0,6108.081,1627.219
$XWYD2,1,20170704,075630.60,111.94,0.28,0.70,88.994,24.939,-15.083,9.7,6109.185,1627.219
$XWYD2,1,20170704,075630.60,111.94,0.28,0.70,88.994,24.939,-15.083,9.7,6109.185,1627.219
$XWYD2,1,20170704,075630.60,111.94,0.28,0.70,88.994,24.939,-15.083,9.7,6109.185,1627.219
$XWYD2,1,20170704,075631.0,108.29,0.26,0.80,90.013,24.537,-15.070,9.8,6110.278,1627.219
$XWYD2,1,20170704,075631.20,106.16,0.17,0.81,90.528,24.357,-15.070,9.8,6110.819,1627.219
$XWYD2,1,20170704,075631.39,103.70,0.09,0.85,91.049,24.198,-15.063,9.8,6111.355,1627.219
$XWYD2,1,20170704,075631.60,101.31,0.06,0.94,91.579,24.061,-15.059,9.8,6111.902,1627.219
$XWYD2,1,20170704,075631.79,98.65,-0.04,1.10,92.113,23.949,-15.065,9.8,6112.446,1627.219
